ticker,company_name,market,sector,industry,internal_category,financial_type,notes,company_name_jpx,market_jpx,sector_jpx,company_name_yf,market_yf,sector_yf,industry_yf,quote_type,currency,country,website,yf_fetch_status
9012.T,"Chichibu Railway Co., Ltd.",Standard,Industrials,Railroads,non_financial,non_financial,,秩父鉄道,Standard,,"Chichibu Railway Co., Ltd.",JPX,Industrials,Railroads,EQUITY,JPY,Japan,https://www.chichibu-railway.co.jp,ok
9017.T,"Niigata Kotsu Co., Ltd.",Standard,Industrials,Railroads,non_financial,non_financial,,新潟交通,Standard,,"Niigata Kotsu Co., Ltd.",JPX,Industrials,Railroads,EQUITY,JPY,Japan,https://www.niigata-kotsu.co.jp,ok
9028.T,"ZERO Co., Ltd.",Standard,Consumer Cyclical,Auto & Truck Dealerships,non_financial,non_financial,,ゼロ,Standard,,"ZERO Co., Ltd.",JPX,Consumer Cyclical,Auto & Truck Dealerships,EQUITY,JPY,Japan,https://www.zero-group.co.jp,ok
9029.T,"Higashi Holdings Co., Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,ヒガシホールディングス,Standard,,"Higashi Holdings Co., Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.e-higashi.co.jp,ok
9033.T,"Hiroshima Electric Railway Co.,Ltd.",Standard,Industrials,Railroads,non_financial,non_financial,,広島電鉄,Standard,,"Hiroshima Electric Railway Co.,Ltd.",JPX,Industrials,Railroads,EQUITY,JPY,Japan,https://www.hiroden.co.jp,ok
9034.T,"NANSO Transport Co.,Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,南総通運,Standard,,"NANSO Transport Co.,Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.nanso.co.jp,ok
9036.T,"Tohbu Network Co., Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,東部ネットワーク,Standard,,"Tohbu Network Co., Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.tohbu.co.jp,ok
9049.T,"Keifuku Electric Railroad Co.,Ltd.",Standard,Industrials,Railroads,non_financial,non_financial,,京福電気鉄道,Standard,,"Keifuku Electric Railroad Co.,Ltd.",JPX,Industrials,Railroads,EQUITY,JPY,Japan,https://www.keifuku.co.jp,ok
9051.T,"Senkon Logistics Co., Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,センコン物流,Standard,,"Senkon Logistics Co., Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.senkon.co.jp,ok
9057.T,"Enshu Truck Co.,Ltd.",Standard,Industrials,Trucking,non_financial,non_financial,,遠州トラック,Standard,,"Enshu Truck Co.,Ltd.",JPX,Industrials,Trucking,EQUITY,JPY,Japan,https://www.enshu-truck.co.jp,ok
9059.T,"Kanda Holdings Co.,Ltd.",Standard,Industrials,Trucking,non_financial,non_financial,,カンダホールディングス,Standard,,"Kanda Holdings Co.,Ltd.",JPX,Industrials,Trucking,EQUITY,JPY,Japan,https://www.kanda-web.co.jp,ok
9060.T,Japan Logistic Systems Corp.,Standard,Industrials,Trucking,non_financial,non_financial,,日本ロジテム,Standard,,Japan Logistic Systems Corp.,JPX,Industrials,Trucking,EQUITY,JPY,Japan,https://www.logitem.co.jp,ok
9063.T,"Okayamaken Freight Transportation Co., Ltd.",Standard,Industrials,Trucking,non_financial,non_financial,,岡山県貨物運送,Standard,,"Okayamaken Freight Transportation Co., Ltd.",JPX,Industrials,Trucking,EQUITY,JPY,Japan,https://www.okaken.co.jp,ok
9067.T,Maruwn Corporation,Standard,Industrials,Trucking,non_financial,non_financial,,丸運,Standard,,Maruwn Corporation,JPX,Industrials,Trucking,EQUITY,JPY,Japan,https://www.maruwn.co.jp,ok
9073.T,"Kyogoku unyu shoji Co., Ltd.",Standard,Industrials,Trucking,non_financial,non_financial,,京極運輸商事,Standard,,"Kyogoku unyu shoji Co., Ltd.",JPX,Industrials,Trucking,EQUITY,JPY,Japan,https://www.kyogoku.co.jp,ok
9074.T,"Japan Oil Transportation Co., Ltd.",Standard,Industrials,Railroads,non_financial,non_financial,,日本石油輸送,Standard,,"Japan Oil Transportation Co., Ltd.",JPX,Industrials,Railroads,EQUITY,JPY,Japan,https://www.jot.co.jp,ok
9082.T,"Daiwa Motor Transportation Co., Ltd.",Standard,Consumer Cyclical,Auto & Truck Dealerships,non_financial,non_financial,,大和自動車交通,Standard,,"Daiwa Motor Transportation Co., Ltd.",JPX,Consumer Cyclical,Auto & Truck Dealerships,EQUITY,JPY,Japan,https://www.daiwaj.com,ok
9083.T,"Shinki Bus Co.,Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,神姫バス,Standard,,"Shinki Bus Co.,Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.shinkibus.co.jp,ok
9087.T,Takase Corporation,Standard,Industrials,Specialty Business Services,non_financial,non_financial,,タカセ,Standard,,Takase Corporation,JPX,Industrials,Specialty Business Services,EQUITY,JPY,Japan,https://www.takase.co.jp,ok
9115.T,"Meiji Shipping Group Co., Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,明海グループ,Standard,,"Meiji Shipping Group Co., Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.meiji-group.com,ok
9127.T,"Tamai Steamship Co., Ltd.",Standard,Industrials,Marine Shipping,non_financial,non_financial,,玉井商船,Standard,,"Tamai Steamship Co., Ltd.",JPX,Industrials,Marine Shipping,EQUITY,JPY,Japan,https://www.tamaiship.co.jp,ok
9130.T,"Kyoei Tanker Co., Ltd.",Standard,Industrials,Marine Shipping,non_financial,non_financial,,共栄タンカー,Standard,,"Kyoei Tanker Co., Ltd.",JPX,Industrials,Marine Shipping,EQUITY,JPY,Japan,https://www.kyoeitanker.co.jp,ok
9145.T,"Being Holdings Co., Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,ビーイングホールディングス,Standard,,"Being Holdings Co., Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://being-group.jp,ok
9160.T,"Novarese, Inc.",Standard,Consumer Cyclical,Personal Services,non_financial,non_financial,,ノバレーゼ,Standard,,"Novarese, Inc.",JPX,Consumer Cyclical,Personal Services,EQUITY,JPY,Japan,https://www.novarese.co.jp,ok
9171.T,"Kuribayashi Steamship Co., Ltd.",Standard,Industrials,Marine Shipping,non_financial,non_financial,,栗林商船,Standard,,"Kuribayashi Steamship Co., Ltd.",JPX,Industrials,Marine Shipping,EQUITY,JPY,Japan,https://www.kuribayashishosen.com,ok
9173.T,"Tokai Kisen Co., Ltd.",Standard,Industrials,Marine Shipping,non_financial,non_financial,,東海汽船,Standard,,"Tokai Kisen Co., Ltd.",JPX,Industrials,Marine Shipping,EQUITY,JPY,Japan,https://www.tokaikisen.co.jp,ok
9193.T,"Tokyo Kisen Co.,Ltd.",Standard,Industrials,Marine Shipping,non_financial,non_financial,,東京汽船,Standard,,"Tokyo Kisen Co.,Ltd.",JPX,Industrials,Marine Shipping,EQUITY,JPY,Japan,https://www.tokyokisen.co.jp,ok
9206.T,Star Flyer Inc.,Standard,Industrials,Airlines,non_financial,non_financial,,スターフライヤー,Standard,,Star Flyer Inc.,JPX,Industrials,Airlines,EQUITY,JPY,Japan,https://www.starflyer.jp,ok
9213.T,Seyfert Ltd.,Standard,Industrials,Conglomerates,non_financial,non_financial,,セイファート,Standard,,Seyfert Ltd.,JPX,Industrials,Conglomerates,EQUITY,JPY,Japan,https://www.seyfert.co.jp,ok
9220.T,"FB Care Service Co.,Ltd.",Standard,Healthcare,Medical Care Facilities,non_financial,non_financial,,エフビー介護サービス,Standard,,"FB Care Service Co.,Ltd.",JPX,Healthcare,Medical Care Facilities,EQUITY,JPY,Japan,https://www.fb-kaigo.co.jp,ok
9221.T,Fuluhashi EPO Corporation,Standard,Industrials,Waste Management,non_financial,non_financial,,フルハシＥＰＯ,Standard,,Fuluhashi EPO Corporation,JPX,Industrials,Waste Management,EQUITY,JPY,Japan,https://www.fuluhashi.co.jp,ok
9233.T,"Asia Air Survey Co., Ltd.",Standard,Industrials,Engineering & Construction,non_financial,non_financial,,アジア航測,Standard,,"Asia Air Survey Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.ajiko.co.jp,ok
9248.T,"People, Dreams & Technologies Group Co., Ltd.",Standard,Industrials,Engineering & Construction,non_financial,non_financial,,人・夢・技術グループ,Standard,,"People, Dreams & Technologies Group Co., Ltd.",JPX,Industrials,Engineering & Construction,EQUITY,JPY,Japan,https://www.pdt-g.co.jp,ok
9249.T,"Japan Ecosystem Co., Ltd.",Standard,Communication Services,Entertainment,non_financial,non_financial,,日本エコシステム,Standard,,"Japan Ecosystem Co., Ltd.",JPX,Communication Services,Entertainment,EQUITY,JPY,Japan,https://www.jp-eco.co.jp,ok
9262.T,"Silver Life Co., Ltd.",Standard,Consumer Defensive,Packaged Foods,non_financial,non_financial,,シルバーライフ,Standard,,"Silver Life Co., Ltd.",JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.silver-life.co.jp,ok
9264.T,"Puequ CO.,LTD.",Standard,Industrials,Specialty Industrial Machinery,non_financial,non_financial,,ポエック,Standard,,"Puequ CO.,LTD.",JPX,Industrials,Specialty Industrial Machinery,EQUITY,JPY,Japan,https://www.puequ.co.jp,ok
9265.T,"Yamashita Health Care Holdings,Inc.",Standard,Healthcare,Medical Distribution,non_financial,non_financial,,ヤマシタヘルスケアホールディングス,Standard,,"Yamashita Health Care Holdings,Inc.",JPX,Healthcare,Medical Distribution,EQUITY,JPY,Japan,https://www.yhchd.co.jp,ok
9268.T,Optimus Group Company Limited,Standard,Consumer Cyclical,Auto & Truck Dealerships,non_financial,non_financial,,オプティマスグループ,Standard,,Optimus Group Company Limited,JPX,Consumer Cyclical,Auto & Truck Dealerships,EQUITY,JPY,Japan,https://www.optimusgroup.co.jp,ok
9306.T,"Toyo Logistics Co., Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,東陽倉庫,Standard,,"Toyo Logistics Co., Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.toyo-logistics.co.jp,ok
9307.T,"Sugimura Warehouse Co., Ltd.",Standard,Industrials,Specialty Business Services,non_financial,non_financial,,杉村倉庫,Standard,,"Sugimura Warehouse Co., Ltd.",JPX,Industrials,Specialty Business Services,EQUITY,JPY,Japan,https://www.sugimura-wh.co.jp,ok
9308.T,"Inui Global Logistics Co., Ltd.",Standard,Industrials,Marine Shipping,non_financial,non_financial,,乾汽船,Standard,,"Inui Global Logistics Co., Ltd.",JPX,Industrials,Marine Shipping,EQUITY,JPY,Japan,https://www.inui.co.jp,ok
9311.T,Asagami Corporation,Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,アサガミ,Standard,,Asagami Corporation,JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.asagami.co.jp,ok
9312.T,"The Keihin Co., Ltd.",Standard,Industrials,Integrated Freight & Logistics,non_financial,non_financial,,ケイヒン,Standard,,"The Keihin Co., Ltd.",JPX,Industrials,Integrated Freight & Logistics,EQUITY,JPY,Japan,https://www.keihin.co.jp,ok
9313.T,"Maruhachi Warehouse Company, Limited",Standard,Industrials,Specialty Business Services,non_financial,non_financial,,丸八倉庫,Standard,,"Maruhachi Warehouse Company, Limited",JPX,Industrials,Specialty Business Services,EQUITY,JPY,Japan,https://www.maru8.co.jp,ok
